customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
PR31642,Oregon,F,Bachelor,4525.2765,32802.0,114.0,0.0,Personal Auto,SUV,547.2
BU41599,Washington,F,Master,5581.7613,62739.0,70.0,0.0,Personal Auto,Two-Door Car,239.328571
TK30357,California,F,Bachelor,14134.3474,90844.0,118.0,0.0,Personal Auto,SUV,232.674417
NF31087,Nevada,F,High School or Below,24723.183100000002,44685.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
NH16984,California,F,Bachelor,2838.0678000000003,0.0,80.0,0.0,Personal Auto,Four-Door Car,336.50961
OS75493,California,F,High School or Below,3848.4836,42589.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
VT63298,Oregon,M,Bachelor,19504.473899999997,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
QS75550,Washington,F,Bachelor,2480.0459,93383.0,62.0,0.0,Corporate Auto,Two-Door Car,244.212286
SZ16483,Arizona,F,High School or Below,4361.372899999999,79583.0,109.0,2.0,Personal Auto,Four-Door Car,523.2
VM92311,Arizona,F,High School or Below,2529.0775,89129.0,64.0,0.0,Personal Auto,Four-Door Car,328.870868
NJ46849,Arizona,M,College,2504.4448,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
WZ31900,Oregon,F,Bachelor,8649.7006,94389.0,107.0,0.0,Corporate Auto,SUV,85.063708
RG30482,Oregon,F,College,13668.355300000001,0.0,197.0,0.0,Personal Auto,SUV,1418.4
ZM86949,Oregon,F,High School or Below,20635.0846,84106.0,64.0,0.0,Personal Auto,Two-Door Car,334.408717
QQ39596,Arizona,F,College,2517.5335999999998,0.0,69.0,0.0,Personal Auto,Four-Door Car,42.096415
FH51383,California,F,High School or Below,5326.6777,76717.0,66.0,0.0,Personal Auto,Two-Door Car,300.528579
BJ53923,Arizona,M,High School or Below,2600.2721,51978.0,66.0,0.0,Corporate Auto,Four-Door Car,144.782152
CZ96653,Oregon,F,Bachelor,8534.792800000001,47325.0,107.0,0.0,Personal Auto,SUV,64.598216
FB23788,Oregon,M,High School or Below,8828.835,86721.0,111.0,0.0,Corporate Auto,SUV,532.8
NT43594,Nevada,F,Bachelor,2248.4496,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
RJ85627,Washington,F,Bachelor,12302.7624,43817.0,62.0,1.0,Personal Auto,Four-Door Car,245.447622
KJ86296,Oregon,M,High School or Below,4556.593,0.0,73.0,2.0,Personal Auto,Four-Door Car,525.6
PI47776,Oregon,F,Bachelor,2530.7051,89451.0,63.0,0.0,Corporate Auto,Four-Door Car,61.769564
MD73554,California,M,College,5251.984,59537.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
UX92071,Oregon,M,High School or Below,6743.1193,0.0,199.0,0.0,Personal Auto,Luxury SUV,955.2
YG44474,Oregon,M,College,14014.7213,54193.0,117.0,0.0,Corporate Auto,SUV,720.752945
UH45301,Oregon,M,College,9438.9156,86946.0,118.0,0.0,Personal Auto,Four-Door Car,340.656963
RY92647,California,F,Bachelor,10506.7717,0.0,92.0,0.0,Personal Auto,Four-Door Car,546.524896
IK12620,Arizona,F,High School or Below,4213.9186,12160.0,109.0,0.0,Personal Auto,Four-Door Car,489.411833
GQ66762,California,M,College,4773.6864000000005,33701.0,63.0,0.0,Personal Auto,Four-Door Car,171.325856
YT69858,Washington,F,Bachelor,5441.4201,85702.0,67.0,0.0,Personal Auto,Two-Door Car,249.085887
XD85577,California,M,Bachelor,2842.2669,69417.0,73.0,1.0,Personal Auto,Four-Door Car,30.874869
TM65736,Oregon,M,Master,3059.5503000000003,38644.0,78.0,1.0,Personal Auto,Four-Door Car,361.455219
VJ51327,California,F,High School or Below,20314.9976,63209.0,102.0,2.0,Personal Auto,SUV,207.320041
GS98873,Arizona,F,Bachelor,3239.1247,16061.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
CW49887,California,F,Master,4626.8011,79487.0,114.0,0.0,Special Auto,SUV,547.2
